社員番号,氏名,所属部門,勤務表提出ステータス,日付,休日区分,勤務状況,始業時刻,終業時刻,備考,承認,控除合計,深夜合計,実働,休憩
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/12,平日,出勤,8:30,18:00,,1,,,510,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/13,平日,出勤,8:30,17:15,,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/14,平日,出勤,8:30,17:15,,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/15,平日,出勤,8:30,17:15,,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/16,休日,休日,,,,,,,,
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/17,法休,休日,,,,,,,,
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/18,祝日,休日,,,,,,,,
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/19,平日,出勤,8:30,17:15,,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/20,平日,出勤,8:30,17:15,講師面談,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/21,平日,出勤,8:30,17:15,,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/22,平日,出勤,8:30,17:15,　　　　　　　GLP/GPP近江出張①　　　　,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/23,平日,振替勤務,9:00,17:15,　　　　　　　　　　　　　　　　　②,1,,,435,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/24,法休,休日,,,,,,,,
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/25,平日,出勤,8:30,17:15,佐藤氏と外部セミナー受講　直帰,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/26,平日,出勤,9:00,17:15,直行ベルシステム２４鈴木社長同行、直帰日本貿易会,1,,,435,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/27,平日,出勤,8:30,17:15,通院直帰,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/28,平日,出勤,8:30,17:15,宇佐美先生　直帰,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/29,平日,出勤,8:30,17:15,,1,,,465,60
83060,片桐　二郎,グローバル人材開発部,承認完了,2017/9/30,休日,休日,,,,,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/1,平日,出勤,7:00,20:00,同夢20：00?21：00,1,,,720,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/2,休日,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/3,法休,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/4,平日,出勤,8:00,19:30,,1,,,630,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/5,平日,出勤,8:00,17:15,外出　直帰,1,,,495,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/6,平日,出勤,8:00,20:00,,1,,,660,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/7,平日,出勤,8:00,19:50,同夢　20：40,1,,,650,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/8,平日,出勤,8:00,19:00,,1,,,600,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/9,休日,休日出勤,13:00,16:30,アイメックスセキュリティほか,1,,,210,0
83070,山中　健次,資産運営部,承認待ち ,2017/9/10,法休,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/11,平日,出勤,8:00,16:30,外出　直帰,1,,,450,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/12,平日,出勤,8:00,19:45,,1,,,645,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/13,平日,出勤,8:00,17:15,同夢,1,,,495,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/14,平日,出勤,8:00,17:15,同夢,1,,,495,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/15,平日,出勤,8:00,17:15,スニーカーセミナーほか,1,,,495,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/16,休日,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/17,法休,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/18,祝日,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/19,平日,出勤,8:00,17:15,同夢,1,,,495,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/20,平日,出勤,8:00,20:00,,1,,,660,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/21,平日,午後半休,8:00,12:00,,1,,,240,0
83070,山中　健次,資産運営部,承認待ち ,2017/9/22,平日,出勤,7:30,20:00,,1,,,690,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/23,祝日,休日出勤,10:00,14:00,,1,,,240,0
83070,山中　健次,資産運営部,承認待ち ,2017/9/24,法休,休日,,,,1,,,,
83070,山中　健次,資産運営部,承認待ち ,2017/9/25,平日,出勤,8:00,20:00,,1,,,660,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/26,平日,出勤,8:00,19:00,,1,,,600,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/27,平日,出勤,8:00,20:00,,1,,,660,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/28,平日,出勤,8:00,18:00,,1,,,540,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/29,平日,出勤,8:00,20:00,,1,,,660,60
83070,山中　健次,資産運営部,承認待ち ,2017/9/30,休日,休日出勤,10:00,14:45,セキュリティ機構変更対応,1,,,285,0
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/1,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/2,休日,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/3,法休,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/4,平日,出勤,7:45,17:15,,1,0,0,510,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/5,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/6,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/7,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/8,平日,精勤休暇,,,夏季休暇,1,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/9,休日,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/10,法休,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/11,平日,出勤,7:45,17:15,,1,0,0,510,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/12,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/13,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/14,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/15,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/16,休日,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/17,法休,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/18,祝日,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/19,平日,出勤,7:45,17:15,,1,0,0,510,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/20,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/21,平日,出勤,9:00,19:00,,1,0,0,540,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/22,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/23,祝日,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/24,法休,休日,,,,,,,,
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/25,平日,出勤,7:45,17:15,,1,0,0,510,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/26,平日,出勤,9:00,19:45,,1,0,0,585,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/27,平日,出勤,9:00,20:00,,1,0,0,600,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/28,平日,出勤,9:00,20:00,,1,0,0,600,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/29,平日,出勤,9:00,17:15,,1,0,0,435,60
84509,杉岡　早苗,メールサプライ課,登録中,2017/9/30,休日,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/1,平日,出勤,8:00,18:30,,1,,,570,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/2,休日,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/3,法休,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/4,平日,出勤,8:00,19:00,,1,,,600,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/5,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/6,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/7,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/8,平日,出勤,8:00,18:40,,1,,,580,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/9,休日,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/10,法休,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/11,平日,出勤,8:00,17:45,,1,,,525,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/12,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/13,平日,出勤,8:00,17:45,終業後、取引先と同夢で懇談会,1,,,525,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/14,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/15,平日,出勤,8:00,20:00,18:00-19:30スタイルセミナー出席,1,,,660,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/16,休日,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/17,法休,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/18,祝日,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/19,平日,出勤,8:00,17:45,終業後、施設運営課歓迎会に参加,1,,,525,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/20,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/21,平日,出勤,8:00,17:45,,1,,,525,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/22,平日,出勤,8:00,19:00,,1,,,600,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/23,祝日,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/24,法休,休日,,,,,,,,
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/25,平日,出勤,8:00,17:30,,1,,,510,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/26,平日,出勤,8:00,17:30,,1,,,510,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/27,平日,出勤,8:00,18:00,終業後、カフェテリア及び同夢で懇談会,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/28,平日,出勤,8:00,18:00,,1,,,540,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/29,平日,出勤,8:00,18:20,,1,,,560,60
85015,渡辺　隆,資産運営部,承認待ち ,2017/9/30,休日,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/2,休日,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/3,法休,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/9,休日,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/10,法休,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/15,平日,精勤休暇,,,,1,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/16,休日,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/17,法休,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/18,祝日,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/23,祝日,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/24,法休,休日,,,,,,,,
88311,矢吹　直人,大阪支店,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
88311,矢吹　直人,大阪支店,承認完了,2017/9/30,休日,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/1,平日,出勤,8:00,18:30,朝型勤務励行,1,,,570,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/2,休日,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/3,法休,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/4,平日,出勤,8:00,19:30,朝型勤務励行,1,,,630,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/5,平日,出勤,8:00,18:30,朝型勤務励行,1,,,570,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/6,平日,出勤,8:00,19:30,朝型勤務励行,1,,,630,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/7,平日,出勤,8:00,19:30,朝型勤務励行,1,,,630,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/8,平日,精勤休暇,,,,1,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/9,休日,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/10,法休,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/11,平日,出勤,8:00,19:45,朝型勤務励行,1,,,645,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/12,平日,出勤,8:00,19:15,朝型勤務励行,1,,,615,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/13,平日,出勤,8:00,18:50,朝型勤務励行,1,,,590,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/14,平日,出勤,8:00,18:30,朝型勤務励行,1,,,570,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/15,平日,精勤休暇,,,,1,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/16,休日,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/17,法休,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/18,祝日,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/19,平日,精勤休暇,,,,1,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/20,平日,出勤,8:00,18:00,朝型勤務励行,1,,,540,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/21,平日,出勤,8:00,19:00,朝型勤務励行,1,,,600,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/22,平日,午後半休,8:00,12:00,朝型勤務励行,1,,,240,0
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/23,祝日,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/24,法休,休日,,,,,,,,
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/25,平日,出勤,8:00,19:15,朝型勤務励行,1,,,615,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/26,平日,出勤,8:00,19:30,朝型勤務励行,1,,,630,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/27,平日,出勤,8:00,19:40,朝型勤務励行,1,,,640,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/28,平日,出勤,8:00,19:40,朝型勤務励行,1,,,640,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/29,平日,出勤,8:00,20:00,朝型勤務励行,1,,,660,60
90123,小野寺 信,海外課渡航チーム,承認完了,2017/9/30,休日,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,17:15,給与セミナー参加17：00終了　大阪証券取引所より直帰,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:45,17:15,9：45フレックス出社,1,,,390,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,9:00,18:30,電話工事業者立会,1,,,510,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,1,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/25,平日,精勤休暇,,,,1,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/26,平日,精勤休暇,,,,1,,,,
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/27,平日,出勤,9:00,18:00,PJ全体部会,1,,,480,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
90738,山田　委久代,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,19:00,社宅トラブル対応他,1,,,540,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,9:00,19:00,複合機集計作業他,1,,,540,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/25,平日,出勤,9:00,18:30,社宅入居手続き、OA紙売上入力,1,,,510,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/28,平日,出勤,9:00,18:30,事務用品納品入力他,1,,,510,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
91674,大原　真奈,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/5,平日,精勤休暇,,,夏季休暇,1,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,18:30,財形貯蓄関連月例業務、控除額確認作業のため,1,,,510,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/12,平日,午前半休,13:00,17:15,私事都合のため,1,,,255,0
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,16:15,フレックス取得,1,,,375,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,9:00,18:15,ベネフィット・ワン人員ﾃﾞｰﾀｱｯﾌﾟﾛｰﾄﾞ業務のため,1,,,495,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
91710,平田　愛子,人事・総務サポート課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
